form_record_id,Bear #,Capture ID,WGI ID,Species,Sex,Age Estimate,Tooth Age,Weight (kg),Bear Photo,Capture Reason,Date and Time,Surveyors,Location (address),Location (latitude),Location (longitude),Location,Location comments,Capture Type,Drug Used,Total Volume (ml),ZT Dose (mg),ZT Dose missed (mg),Drug Comments,Other Bears at Site?,Site Comments,Trap Wounds?,Trap Wound Comments,Other Wounds?,Other Wound Comments,Collar Brand,Collar Color,Collar Frequency,Collar Number,Freq & Number Picture,Rot off comments,Blow off pre-programmed?,Expected blow/rot off date,Rot off photo,L Ear Tag #,L Ear Tag Color,R Ear Tag #,R Ear Tag Color,Tag Picture,Neck Size,Snout to Vent Length (natural contours),Snout to Vent Length (straight line),Zoo Length,Chest Girth,Zygomatic Width,Nipples used before?,Lactating?,Nipple Length,Nipple Diameter,Missing Toes?,Teeth Photos,Bear Comments,Percent Body Fat (grizzly only),SV Resistance,Capture Samples,Collar Fate Info,Collar End Date,End Reason,Fate unknown?,Comment
rec-df0a650c9d6949398f635599ce82a2cc,EVGM79,Matt,cl-Matt,Grizzly Bear,M,5,4,156.5,CE335899-5A1B-496B-A46C-AFB9C8585E95.jpg; 2138F7B4-A2C3-4A05-94C9-BCDCDAA19049.jpg,Management,2018-05-17 1:03 PM,"Clayton Lamb, Garth Mowat, Laura Smit, Matt Corbett",,49.573093,-115.568619," [49.573093,-115.568619]","Mallard Ranch, 687 Wardner Road, near Fort Steele",Culvert,Telazol ,,,,"Jab stick with 1.5 vials, but didn’t go down fully, so topped up by hand with 1 full vial. Gave another 0.5 vial near end of processing as he was coming around.",No,,No,,Yes,Burn (or an area rubbed and worn bare) on right rump. ,Follow It,Black,151.440,6005,FD92E602-0377-4938-B1EB-A8FFCEC361A9.jpg,Laura 2 layer attached at the point where this small collar (formally worn by Sid) was extended (as we see on the new Vectronics collars).,No,2020-05-17,7C0BFF4E-9C18-492E-B6A0-3F8E4BB443FC.jpg,79,Black,79,Black,B983FD43-59B7-405E-9EC5-13D90E139ECB.jpg; 1FF9510E-65FB-441D-B7DA-90F79082784E.jpg,63.5,180,170,,102,19.5,No,No,,,No,0CB49EC3-6D86-4CC4-B8A5-37B2D258A274.jpg; 24EDFAB8-11FA-4547-ACB5-894C9FC2EE9D.jpg,Matt had killed livestock (beef calf) on the property. ,26.08915503712753,101,,,2018-09-08,Rotted,No,
rec-4883fd0918c44e5692d87024d4e88a04,EVGM52,Olson,14963,Grizzly Bear,M,9,9,244,24F8F17D-3478-42B1-92EE-76546A9F1997.jpg; 623516D6-9A59-46F7-A9F2-95477FDE37E7.jpg,Research,2018-05-13 7:20 AM,"Clayton Lamb, Laura Smit, Garth Mowat, Ryan Gordon",,49.648070,-114.917113," [49.648070,-114.917113]",Olson Pit,Leg Snare,XZT,4.7,,,Hit with 3.2 mL dart and topped up with 1.5 mL dart (before we started processing him). ,No,,Yes,"Superficial snare wound on top of wrist (caught on his left foot, which only has 1 toe). ",No,,Follow It,Black,150.790,6276,59B321E5-EB46-499C-A1BD-BDDD2C93C612.jpg,"Laura 3 layer, attached at the point where this 65 cm collar was extended (as we see on the new Vectronics collars). Pre-programmed to blow off in 3 years. ",No,2021-05-13,460A5720-B48E-4E89-B91B-6891EF87D482.jpg; 8101B57F-9CF2-4322-813F-C4FD98AD7404.jpg; F55C8660-86BB-4E8E-9A47-73318BB937D1.jpg,67,Black,49,Black,E9486B19-FA6D-48FB-A607-783FD28CDCEE.jpg; A3AC5DA7-9B02-46A5-BE12-A5F8FAD36C56.jpg,86,199,179,210,120,23.1,No,No,,,Yes,,"Missing 4 toes on front left foot (as last year). Old collar a bit loose, fur rubbed off under chin, but no open wound under chin. Sized the new FollowIt collar a bit smaller than the old Vectronic collar to minimize swinging. ",21.55221569797249,70.90000000000001,,,2018-09-28,Replaced,No,This collar lost satellite connection 28 June 2018 (VHF still worked though). We caught Olson in a snare off Hosmer Main on 28 Sep 2018. Took off Followit collar 6276 and replaced with Followit collar 6278. 
rec-1cf388f21f0b4e209490018f08926874,EVGM78,Sam,5441,Grizzly Bear,M,8,14,206,B3AC7FEE-DCAD-4817-92A6-FD6A17CA40FB.jpg; 9FB52CF2-1E37-4F4A-8CB2-A6EB2D9C7760.jpg,Research,2018-05-06 9:54 AM,"Clayton Lamb, Sam Medcalf, Chad Bowen",,49.889003,-114.911271," [49.889003,-114.911271]",Brule pit,Leg Snare,XZT,3,,,,No,,Yes,Right pad cut from snare,No,,Follow It,Black,150.690,6262,4A4D4B84-2743-43F0-A333-1279BD06621F.jpg,"Laura 3 layer, but really a Laura 2 layer + 1/2 of another Laura 2 layer... making 3 layers.",No,2018-05-06,5B700BBD-34DD-4EF7-8D0C-EC233FD6255C.jpg,78,Black,78,Black,A38D7EB5-8225-4B00-9E64-C006D76D887A.jpg,76,192,,,117,24,No,No,,,No,B77435B7-FCBB-4A47-8D30-E9800A09CBD4.jpg; B7085B1B-0B5C-4132-99B7-169B1240202B.jpg,,25.941232367057,86,,,2018-08-24,Rotted,No,
rec-dfa8bdb398bf4ac8947d0a83fa4fe39a,EVGM77,Gums,3165,Grizzly Bear,M,20,26,198,710F266A-5FEB-4CCC-9B87-82ACFD8365F4.jpg,Research,2018-05-05 6:47 AM,Clayton Lamb,,49.647882,-114.917235," [49.647882,-114.917235]",Olson Pit,Leg Snare,XZT,3.2,,,,No,,No,,Yes,"Missing portion of upper jaw. Almost no teeth. Fluid between skin and muscle on head, neck and hump.",Follow It,Black,150.820,6277,AD83A1B4-FA0E-4E45-A207-83F4FC0F8552.jpg,Laura 3 layer ,No,2020-10-05,5EC92C17-C180-45E7-A81E-A5EFE17AB9C9.jpg,77,Black,,,,76,191,,,125,23.5,No,No,,,No,C110EF3D-55D5-4B95-A848-EDF6A1A5F2C5.jpg; 033DAD75-5338-4422-AC1E-BDEAD54B7B76.jpg; 698D3ADA-8EB4-4A97-8801-A1B26CDAF61B.jpg,Don't really trust fat measure as he had lots of water and swelling in neck and shoulders which will add water to measure but isn't fat. Was generally pretty skinny.,23.93072617292482,85,,,2018-10-23,Rotted,No,
rec-35e296acfc0d40768d8e791238cc2dcf,EVGM76,Jerry,14830,Grizzly Bear,M,7,7,,6E710674-AB89-4CCE-A464-0C5F3ACC6544.jpg,Research,2018-04-30 9:21 AM,"Clayton Lamb, Ryan Gordon",,49.648399,-114.916402," [49.648399,-114.916402]",Olson Pit,Leg Snare,Telazol ,,,,2 vials,No,,No,,No,,Follow It,Black,150.840,6278,,Changed to Laura 3 layer,No,,,,,,,,,,,,,,No,No,,,No,,Bear looks healthy. Didn't intend to capture again. But changed to 3 layer rot off and added grease into collar port. Bear very docile in snare. ,,,,,2018-06-25,Rotted,No,
rec-a147feca366f403cac6ba4341a167f36,EVGM76,Jerry,14830,Grizzly Bear,M,7,7,181,953FE704-92B3-44DC-8C75-235EC147D8C6.jpg; EEBFA55B-5084-4236-BB86-E41FADE086BC.jpg,Research,2018-04-23 9:28 AM,"Clayton Lamb, Ryan Gordon",,49.647977,-114.917389," [49.647977,-114.917389]",Olson Pit,Leg Snare,Telazol ,3.2,,,,No,,No,,No,,Follow It,Black,150.840,6278,F3BCABB0-D777-46F7-BF35-B5D8625B80B1.jpg,Laura 2 layer,No,2020-04-23,414C6C41-5117-4534-AE7B-2AE0E0418ACC.jpg,76,Black,76,Black,BAF2B305-F806-4008-9679-E93494A2A577.jpg,72,204,176,213,114,22.25,No,No,,,No,0FEC4DE1-FEA1-409D-9789-D36A1B4CED6D.jpg; F245373F-782D-4B30-A370-89EC88BE1A3D.jpg,,21.32797631441194,101,,,2018-04-30,Recaptured,No,
rec-e32df5f8c035476593b70bb056c858a2,EVGM75,Russ,7093,Grizzly Bear,M,10,12,170,E7873474-45C8-40C6-BA47-5A0E092C9C88.jpg,Management,2017-10-26 9:32 AM,"Clayton Lamb, Ryan Gordon, Trish Burley","6701–6849 Bryant Rd, East Kootenay A BC, Canada",49.568540,-115.005613,"6701–6849 Bryant Rd, East Kootenay A BC, Canada [49.568540,-115.005613]",Hutchinson farm,Culvert,Telazol ,,,,3 vials,No,,No,,Yes,"Left humerus broken. Left toes cut off, two middle toes still on with claws long.",Follow It,Black,151.570,6053,B0A07093-4AE3-4E9C-A294-9BF1F6994547.jpg,Laura 2 layer,No,2019-10-26,DDC3B0E0-2628-4536-A746-F73866D8621E.jpg,75,Black,75,Black,79D0B789-D2D0-4C88-AE5F-A05F00073CA0.jpg,70,180,158,,117,,No,No,,,Yes,21178B82-1986-49D4-9CBB-87AA1598F4E5.jpg,Healthy bear even with broken front leg. Weight estimate is approx. feel confident that bear is between 340-430 pounds. ,,,,,2018-06-04,Rotted,No,
rec-2cd1c4c947454080b1e2c0b6494782fa,EVGM48,Joe,7040,Grizzly Bear,M,13,13,269,549BBC72-7252-4805-ACDA-0D53FE283E86.jpg,Management,2017-10-22 11:06 AM,"Clayton Lamb, Frank Deboon, Ryan Gordon","6701–6849 Bryant Rd, East Kootenay A BC, Canada",49.568240,-115.005956,"6701–6849 Bryant Rd, East Kootenay A BC, Canada [49.568240,-115.005956]",Hutchinson Farm,Culvert,Telazol ,9,,,3 vials,No,,No,,No,,Follow It,Black,151.510,6050,IMG_0053.JPG,Laura 2 layer,No,2019-10-22,,382,Red,74,Black,6D8DB0BC-B97E-4723-90F2-3A567CBBD04C.jpg; DC649826-AE37-4406-8B2D-A1D1AF0CC4C3.jpg,77,190,180,201,,24,No,No,,,No,IMG_0056.JPG; IMG_0057.JPG; IMG_0058.JPG,,39.15823405499545,89,,,2018-05-11,Connection failure,Yes,VHF doesn’t work.
rec-9dd935812afc4e4ca947421c7f39ae0a,EVGF73,Melissa,cl-Melissa,Grizzly Bear,F,5,4,120,25082C49-B618-4DA6-A6A7-F44F21DC0A51.jpg; 55FF1BA6-9A80-4AEC-97FF-67907D8CF815.jpg; F9B373BA-1F77-4542-B8EC-3C2F27B98852.jpg,Research,2017-09-20 10:40 AM,"Laura Smit, Clayton Lamb, Frank Deboon, Trish Burley",,50.051685,-114.930057," [50.051685,-114.930057]",Elkford,Leg Snare,XZT,2.5,,,,Yes,Cameo (EVGF46) was also caught in a snare at the site. ,No,,No,,Follow It,Black,151.820,6058,CE946EFF-F971-4095-B1B4-C7EE47A07A0D.jpg,"Laura 2 layer, not cut. ",No,2020-10-01,397FC13D-25B6-4317-B1F2-382A836C8E15.jpg,73,Black,73,Black,BE50A367-0FEA-4981-A5DB-FE82E248C52E.jpg; 757ABF8D-45A6-4F85-9BDF-762F8941356C.jpg,57,168,152,,96,18.2,No,No,,,No,53E8AE4F-414D-49C9-9830-B870F5A45D87.jpg; 4A5FF03D-5413-48D9-A0EE-5A33DB2C5927.jpg; 3CF41E17-CDB5-44EC-A0B3-3F340B72193F.jpg,"Matson’s lab says the tooth age could possibly be 4, but no older. ",26.66273913636012,118,,,2019-02-02,Rotted,No,Her collar rotted off in her den and Troy dug it out on 7 Sep 2019. 
rec-02f170ad24784be19fddecffa7eb9e4c,EVGF46,Cameo,cl-Cameo,Grizzly Bear,F,4,4,104,D045CE3B-2AD6-44E6-935B-F5365E76B338.jpg; 064FC488-F5AC-46F8-A125-5058D525FD6B.jpg; B0B8BD90-DCCF-4B72-83A8-007EC66EBFFF.jpg; 16E0FB4B-5841-4AD4-85C6-2C390DD68150.jpg; 68A65B10-AAF7-453A-9B6F-E108371599C8.jpg,Management,2017-09-20 10:33 AM,"Clayton Lamb, Laura Smit, Frank Deboon, Trish Burley",,50.051701,-114.930075," [50.051701,-114.930075]",Elkford ,Leg Snare,XZT,2,,,"First dart didn't seem to do anything, so hit it with anther full 2mL XZT. ",Yes,"Another bear (Melissa, EVGF73) caught in another snare at the site. ",No,,Yes,Pussy hole on back from when she was darted in town (see photos). ,,,,,,,No,,,379,Red,,,15D4FDB1-13D6-4BE3-B77E-A14EE12E6EB9.jpg,56,157,149,,98,,No,No,,,No,22546A57-5EF7-46DB-A230-94BB3E63B4C8.jpg,,34.47765547604366,146,,,2017-09-20,"Killed by COS, but no collar",No,
rec-d0c1062bf5bb49a6833423c24e6c31a7,EVGM69,EVGM69,cl-EVGM69,Grizzly Bear,M,1,,61,D5F7D1D6-88ED-4F6A-834A-BE807CBEB11C.jpg,Research,2017-09-19 1:31 PM,"Clayton Lamb, Laura Smit, Trish Burley, Ryan Gordon",,49.355518,-115.000715," [49.355518,-115.000715]",Morrissey (NCC meadow),Leg Snare,XZT,1.2,,,,No,"The man who reported the capture said there had been a sow running around (likely Kathy), but no sign when we arrived. ",No,,Yes,"Cut on front right foot (we caught him on the front left), so we put antiseptic on it. ",,,,,,,No,,,,,69,Black,128049E8-A810-4132-B414-D26EC4A6F678.jpg,,,,,,,No,No,,,No,,This is Kathy's cub. We think he is a yearling. ,,,,,,,No,
rec-58af735d776847249a781462a686249a,EVGF72,Phoebe,18201,Grizzly Bear,F,4,3,112,840B0CDF-3CC0-470D-AC82-37FEDDD668C4.jpg; 119FB9C1-452C-4F85-B09E-C56E4073BCC4.jpg,Research,2017-09-19 11:14 AM,"Clayton Lamb, Laura Smit, Ryan Gordon, Frank Deboon",,49.682852,-114.888538," [49.682852,-114.888538]",District of Sparwood site,Leg Snare,XZT,3.2,,,,No,,No,,Yes,She had a big cut on her back right leg. She also had a little puncture wound on the back of her neck. We put Chlorohexidine on both wounds. ,Follow It,Black,151.840,6062,71BE6A2E-1543-488D-8394-8AD00C3C4D26.jpg,"Laura single-double, not cut. ",No,,3E447E40-96BE-4F71-AAC1-1D5F03097701.jpg,72,Black,72,Black,7B170F6B-A9F3-4AED-9F87-73D9B0839D25.jpg,58,163,154,,96,18.8,No,No,,,No,IMG_0067.JPG,58 cm collar.,25.68332302807904,117,,,2017-11-06,Connection failure,Yes,VHF doesn’t appear to work. 
rec-9bb9a09f48d845f5bd31a659c0d25685,EVGM44,Kenny,13736,Grizzly Bear,M,7,7,167,2435A946-4FC2-4934-8EA5-641D05BCAB03.jpg; 8FBF6F8F-3B5A-4A08-B9C2-A93BAF06D4B0.jpg; 870629B1-B7A7-4A1B-84DE-02E2D339DCAF.jpg,Research,2017-09-19 8:18 AM,"Clayton Lamb, Laura Smit, Darren Reghenas, Ryan Gordon",,49.854098,-114.916384," [49.854098,-114.916384]",Ron and Diana Plessis' property,Leg Snare,Telazol ,,,,"2 vials Telazol, then topped up with with 2 more vials of Telazol. ",Yes,Another bear (Basil) caught in a snare at the site. ,No,,Yes,His eyes looked a bit puffy and red. ,Follow It,Black,151.800,6052,B454649C-528D-4269-A69D-80E4857BAB43.jpg,Laura single-double,No,2019-10-01,1294FEB9-4FF7-42BA-B2F8-0D0EA618A6E8.jpg,249,Black,249,Black,38841F13-C65C-40C1-939C-94A88E995DD0.jpg,67,184,169,,109.5,20.5,No,No,,,No,ED6AE8D0-050F-48C1-886E-5C8F31380858.jpg; D66BC54A-B27A-43B9-89B1-50D831FB9CCD.jpg,Very calm in the snare. His neck and chest were the same size as last year. He got one of the resized 60cm collar. No time to do body fat. ,,,,,2018-04-20,Rotted,No,Kenny was detected between 25-Sep-2018 and 27-Oct-2018 at the mink farm fence
rec-01c9f33514fe482da10b152f7b99c828,EVGM71,Basil,19866,Grizzly Bear,M,4,5,131,78757395-9970-47AD-9F86-D264D93C11BA.jpg,Research,2017-09-19 7:53 AM,"Clayton Lamb, Laura Smit, Darren Reghenas, Ryan Gordon",,49.854106,-114.916409," [49.854106,-114.916409]",Ron and Diana Plessis' property,Leg Snare,Telazol ,,,,"1.5 vials of Telazol, then topped up with 2mL Telazol. ",Yes,Another bear (Kenny) also caught in a snare at the site. ,No,,No,,Follow It,Black,151.400,6003,B3350E50-737F-4A43-B85B-95D090766A9B.jpg,"Laura tri-pop, first layer nicked a little bit on both sides",No,2019-10-01,769EB710-22B6-4523-B8CE-7B2F8C3A7B20.jpg,71,Black,71,Black,CE07272E-C496-4E49-B6BE-59BCBD4614C1.jpg; 335EC66B-19D1-453F-9697-4432560F600A.jpg,57,173,151,,107,,No,No,,,No,A8C1AAB5-E6E2-4640-9957-125E8638C34C.jpg; 3E7CF0AD-0393-4F75-A890-EAFE2182AAF9.jpg,60cm collar on 4th smallest hole. ,28.73136953595305,119.5,,,2018-04-16,Rotted,No,Basil was detected between 25-Sep-2018 and 27-Oct-2018 at the mink farm fence
rec-4e21a73151324065bc9405d5ac9db8f2,EVGF70,Emma,cl-Emma,Grizzly Bear,F,8,9,98,C02E517C-B584-4E9E-A2AE-3C897DB8422D.jpg; 5B6E8F51-F68D-4B96-953F-409986845518.jpg,Research,2017-09-15 12:28 PM,"Clayton Lamb, Laura Smit, Trish Burley",,49.355532,-115.000632," [49.355532,-115.000632]",Morrissey (NCC meadow),Leg Snare,XZT,3.2,,,"Hit with 2.5 (in the hump - no drug went in), then 3.2 (but she ripped it out), likely the 3.2 went in. ",No,Hadn't destroyed the site much at all. ,No,Everything looks good. ,No,,Follow It,Black,151.7093,6061,7BB7E1D8-A94F-46E5-B2B1-D62F955F295B.jpg,Laura 3 layer,No,2021-10-01,0B6CF668-6A75-4F10-BABE-922052B9542A.jpg; 6BE656E1-FCFC-41FD-B6FE-436A6AFA6994.jpg,70,Black,70,Black,36FE8077-11B5-4FB9-849B-B523855B6B1D.jpg,56.5,165,152,177,92,19.2,Yes,No,,,No,B5B7FDDE-3E92-4DE0-908A-F26C6DAC1FAA.jpg; 8EA8FCAE-42D8-4FB2-BF38-F6964EFBCB58.jpg,58 cm collar on 4th smallest hole. ,21.18722313588238,125.8,,,2018-09-27,Connection failure,Yes,VHF doesn’t work.
rec-0b79d75f4b4b47bea57ac5403a44f7d4,EVGM61,Donnie,cl-Donnie,Grizzly Bear,M,4,3,121,0AF2931B-8A73-46F5-A567-752196204FF0.jpg; 80376618-5CC9-4E28-83D7-B1565CC2EA49.jpg,Management,2017-09-14 8:45 PM,"Clayton Lamb, Laura Smit, Frank Deboon",,,,,Eating apples in yard on Alpine Way. ,Free range,XZT,3.2,,,,No,"Darted in the front yard (in he dark), ran across he street and down the bank. ",No,,No,,Follow It,Black,151.820,6058,,,No,,,61,Black,,,IMG_0066.JPG,54,163,,,,,No,No,,,No,,"Bear darted and put in culvert on night of Sept. 14. Driven up Hosmer Main on afternoon of Sept. 15, processed, and shot by CO Burley. ",29.64766158012868,118,,,2017-09-15,Mortality,No,
rec-a72158d239034a50988e76be693bf046,EVGF68,Casey,641,Grizzly Bear,F,6,11,125,D1174953-9F1C-4625-AE5C-F4FEB201B556.jpg,Research,2017-09-11 3:56 PM,"Clayton Lamb, Bill Hanlon, Frank Deboon",,49.881129,-114.882804," [49.881129,-114.882804]",Line Creek Road,Leg Snare,XZT,4,,,Dart was pulled out by bear fast,No,,No,,No,,Follow It,Black,151.770,6060,1B98EEA2-6F4C-41CE-BF8C-1A169AA4C261.jpg,Laura 3 layer,No,2021-10-01,,68,Black,68,Black,148DA5AF-0C34-498C-A6D8-18BA93583889.jpg,57,177,152,168,100,,No,No,,,No,33EFD72F-57A6-4939-ADEF-2FC07E1C02B5.jpg,No evidence of having cubs before. ,22.61775512530406,115,,,2019-05-19,Rotted,No,
rec-60fd2cc71e924535bd58e612dab3b507,EVGF67,Mike,13253,Grizzly Bear,M,10,8,178.3,AABA0A50-13FA-4F02-BD4D-1114E4F28B3B.jpg,Research,2017-09-11 1:15 PM,"Clayton Lamb, Trish Burley, Frank Deboon",,49.402331,-115.021990," [49.402331,-115.021990]",,Leg Snare,XZT,3,,,,No,,No,,No,,Follow It,Black,151.420,6004,7E75D35D-943B-47C5-AD25-59E460369080.jpg,Laura single-double; with the double nicked a bit on both sides,No,2019-10-11,46704C1F-EB74-4F26-82E8-35761BF89050.jpg; 59F2619E-4233-4AA7-9D27-1E974BEFDEF0.jpg,67,Black,,,4922BF52-3FA6-4688-8EF8-881D615EB569.jpg,69,197,176,,122,,No,No,,,No,DF4CEB58-E162-49D7-9B4B-93557BAE06EE.jpg; 35BFB6A6-73F6-4004-B071-8DDB21452166.jpg,Clayton broke both premolars when he was trying to extract them. Matson’s lab says the tooth age could be as old as 10. ,18.12287139296322,90,,,2018-06-20,Connection failure,No,VHF doesn’t work. Mike was detected between 28-Sep-2018 and 27-Oct-2018 at a rub tree on the Stairway to Heaven trail.
rec-cb110e2742e9433d8ad3b33030336a81,EVGF66,Kathy,cl-Kathy,Grizzly Bear,F,15,11,114,880FD109-759B-43BC-99DB-79E6909D24B2.jpg,Research,2017-09-11 10:37 AM,"Clayton Lamb, Frank Deboon",,49.355391,-114.999849," [49.355391,-114.999849]",Morrissey (NCC Meadow),Leg Snare,XZT,2.5,,,,Yes,Accompanied by 1 yearling (EVGM69). ,No,,Yes,Missing all toes on right front foot. ,Follow It,Black,151.630,6056,46AC58F9-1E41-4FCF-AD8C-E882870F7A5D.jpg,Laura 3 layer,No,2021-10-01,838DBC55-C8B8-41DC-A309-AF0D26483830.jpg,66,Black,66,Black,58233442-80D6-41FD-B5D8-B3F84DB79DC4.jpg,57,167,150,160,91,20.5,Yes,No,,,Yes,BF157E66-B616-4A64-8AF9-E86CA6C53868.jpg,Skull length is 34,20.42492113834856,108,,,2018-07-25,Connection failure,Yes,VHF doesn’t work.
rec-faf177652afc4a0da55cd973cc480c6c,EVGM69,EVGM69,cl-EVGM69,Grizzly Bear,M,1,,,,Research,2017-09-10 3:48 PM,"Clayton Lamb, Frank Deboon",,,,,Morrissey (NCC meadow),Leg Snare,XZT,1,,,,Yes,"Bear's mom present (Kathy, EVGF66)",No,,No,,,,,,,,No,,,,,69,Black,,,,,,,,No,No,,,No,,This is Kathy's cub. We think he is a yearling. ,,,,,,,No,
rec-e982d17a64e04d8cafeabf813aae7f62,EVGF56,Laura,10744,Grizzly Bear,F,15,,158,4F8AAE83-EA87-407F-83BA-374E8F29CC15.jpg; 32BB5C89-98C2-4FEB-8290-946AC5CD2543.jpg,Research,2017-08-27 9:50 AM,"Clayton Lamb, Laura Smit, Ryan Gordon",,49.649432,-114.913422," [49.649432,-114.913422]",Olson Pit,Leg Snare,XZT,2.2,,,"2.2 mL of 300 mg/mL, then again with 2.2mL of 300 mg/mL",No,,No,"Snared foot looks good, not swollen. ",No,"Breathing heavily, hot, so got water on her right away. She ripped out the second dart and chewed it up. ",Follow It,Black,151.690,6059,9662075C-CF34-4EBF-B97B-425342C69F75.jpg,Laura 3 layer,No,2021-10-01,B3476282-982F-41B2-882C-D1B0CB6E29BF.jpg,56,Black,56,Black,D96AB9A3-16F7-4E99-AA76-A3CF8CC7BE4A.jpg; 86A13050-0D22-4715-A32D-878A6E7447CB.jpg,64,,,,111,,No,No,,,No,,"Needed to re-collar because the Iridium function on the original collar failed. Remember to subtract tarp weight from her weight. Put the collar one half hole smaller than last time (on hole 4.5 smallest). Her fur under the collar was already matted and worn away. We were concerned about swinging, so we tightened it up a bit. Forgot that we hadn’t taken a tooth to age when we caught her in May, so we failed to take a tooth this time.",,,,,2017-09-15,Connection failure,No,"VHF doesn’t appear to work. Caught at rub tree after Oct 1, 2017, Sparwood Powerline, then detected between 9-Sep-2018 and 28-Oct-2018 at a rub tree on the Sparwood powerline. "
rec-2726a0e63fe842b495db479349912e7e,EVGM50,Darren,14489,Grizzly Bear,M,8,8,215,AE9AAC5F-F570-4168-8F63-B6879A7B913B.jpg; 72FC85D1-BAE4-4117-BF91-5CB4096E6BF2.jpg; 14DAACBC-9491-4C63-9102-AFC1B302F2D3.jpg,Research,2017-08-26 9:20 AM,"Clayton Lamb, Laura Smit, Joe Caravetta, Ryan Gordon",,49.886966,-114.910203," [49.886966,-114.910203]",Brule Pit,Leg Snare,XZT,3.2,,,3.2 mL of 300 mg/mL XZT. ,No,,No,Snared on front left foot. All looked good. ,No,,Follow It,Black,151.530,6051,064FAE7B-FC34-4228-8733-07CC50B285A0.jpg,Laura 2 layer,No,2019-10-01,,65,Black,65,Black,B627E948-9518-4EC5-9DEA-97D58B71026A.jpg,77,196,179,206,122,23.8,No,No,,,No,FEADE47E-D0CC-468F-AB68-418436CB91A0.jpg; 555646B0-E9CA-49FB-BF7E-24582EEAF995.jpg,"Large (75cm) collar. Punched new holes between the third and fourth largest holes. Could fit two sets of fingers (plus a little bit) under the collar.  Originally called this bear ""Jimmy, EVGM65"" until we found out by DNA that it was Darren.",18.69567671422662,74.2,,,2017-09-23,Connection failure,No,"Collar retrieved by member of public in early 2018. It appeared to have fallen off, but it was hanging in a tree. Mildly suspicious, but we had many of these same rot-offs fail in similar fashion so it seems okay. "
rec-dcc15bbcaf304a84942c488da0c7e8de,EVGF64,Trish,cl-Trish,Grizzly Bear,F,9,8,114,F26D4DDF-627E-4127-BFC5-9834708B8ADD.jpg; E0D1C917-394F-4BE5-A861-1DBBA60A545C.jpg; F7C7B46A-A900-47C6-88C6-AE0449B2D4C1.jpg,Research,2017-08-25 10:04 AM,"Clayton Lamb, Laura Smit, Trish Burley",,49.649531,-114.913437," [49.649531,-114.913437]",Olson Pit ,Leg Snare,XZT,3.2,,,,Yes,"2 COYs (weight guess is 70-80 lbs each, which we think is too small for yearlings?)",No,"Snared foot looks good, skin not broken",No,Growth on back of left leg (see photo),Follow It,Black,151.610,6055,20BBBA46-03E9-471D-A424-F16CA638590D.jpg,Laura 3 layer,No,,B6FAB263-9D98-4D76-B738-60953D51935B.jpg,64,Black,64,Black,EBD29D83-62A4-4353-AABC-802FEABE964D.jpg,59,163,136,,96,19.7,Yes,No,,,No,48B62BEE-760D-44EF-92BE-4D70792B7BCF.jpg,"Small (65cm) collar on second smallest hole. Two sets of fingers can fit under the collar. Swollen teats, no milk obvious. She was hot so we poured river water on her a couple times and left her to recover in the shade. Didn't do BIA because she was wet on the tarp. ",,,,,2017-11-15,Connection failure,No,"Recaptured alive on 29 May 2018, but she wasn’t wearing this collar. Recollared with Followit collar 6274. "
rec-7394fbd8993f44c4af1ab209d745aa38,EVGM61,Donnie,cl-Donnie,Grizzly Bear,M,4,3,,,Research,2017-06-20 11:24 AM,"Clayton Lamb, Laura Smit",,50.124950,-114.958275," [50.124950,-114.958275]",Slim Slides,Leg Snare,XZT,2.5,,,,No,,No,,No,,Followit,Black,151.820,6058,,,No,,,,,,,,,,,,,,No,No,,,No,,,,,,,2017-09-14,Recaptured,No,
rec-4199dc1226904b5584ef9390360a5bbf,EVGM61,Donnie,cl-Donnie,Grizzly Bear,M,4,3,86,0A9368F9-BB4C-4CE9-BA2D-0D50E6A6C909.jpg; AEC0B165-D398-4C3B-8CA4-377110F2027E.jpg; 284C5B11-7049-4699-A708-929B7061BCAC.jpg; F5872DE4-670A-495F-9F48-C24F2E1A9454.jpg,Research,2017-06-19 12:24 PM,"Clayton Lamb, Laura Smit",,50.128031,-114.948468," [50.128031,-114.948468]",Around 112.5 km on Elk FSR. He was walking up the road and CL free ranged him. ,Free range,XZT,4,,,First dart hit. Bear wandered a bit but soon dropped right at the road. ,No,,No,,Yes,"Right ear has ear tag transmitter, looks infected. Documented with photos. Left ear has tag orange 163. Took it out. Replaced with 61. Gave anesthetic in right ear. ",Follow It,Black,151.820,6058,7B20BE29-5EE5-4D52-9DB1-5CEEEE2FC328.jpg,Laura 2 layer. Nicked both layers about 1cm on both sides. Had to punch one extra set of holes on a small collar. ,No,2018-07-15,5646F64D-55D2-4491-B029-B5880A776C09.jpg,61,Black,,,11AA0C66-A03B-4F85-B7B8-D2EEB7B5CC35.jpg,48,153,137,164,86,16.8,No,No,,,No,6C640E77-400E-490F-A357-7A5A2B020F7B.jpg; 1C6C0387-4402-42C8-81AF-F67EDA634ADA.jpg; 0DD8003C-F7A5-427A-AB0F-030C78637CC0.jpg,,5.990497105294423,95,,,2017-06-20,Recaptured,No,
